ticker,date,open,high,low,close
CVNA,2019-04-16,64.07,65.7106,62.58,64.6
CVNA,2019-04-17,64.97,64.97,61.24,63.2
CVNA,2019-04-18,63.21,63.33,61.135,62.98
CVNA,2019-04-22,62.59,66.25,61.85,65.4
CVNA,2019-04-23,65.98,67.21,65.41,66.59
CVNA,2019-04-24,66.79,67.41,64.07,66.54
CVNA,2019-04-25,66.14,67.1339,65.015,66.04
CVNA,2019-04-26,66.66,70.0,66.15,69.58
CVNA,2019-04-29,70.0,70.79,68.5,70.37
CVNA,2019-04-30,70.54,73.6,69.5,71.56
CVNA,2019-05-01,71.72,72.04,69.25,70.69
CVNA,2019-05-02,70.73,71.3,68.4478,70.44
CVNA,2019-05-03,70.5,72.47,70.3064,72.18
CVNA,2019-05-06,69.96,72.75,69.6,72.04
CVNA,2019-05-07,72.0,74.165,70.24,71.04
CVNA,2019-05-08,70.62,73.87,70.5,71.65
CVNA,2019-05-09,72.1,76.85,67.14,75.23
CVNA,2019-05-10,74.41,74.5,64.76,66.76
CVNA,2019-05-13,64.65,65.61,60.95,62.24
CVNA,2019-05-14,62.55,66.1,61.33,65.68
CVNA,2019-05-15,64.78,65.84,63.0,65.48
CVNA,2019-05-16,66.04,69.7,66.04,69.34
CVNA,2019-05-17,67.94,69.14,66.325,68.13
CVNA,2019-05-20,67.56,67.91,65.5091,67.18
CVNA,2019-05-21,65.25,69.49,65.25,67.03
CVNA,2019-05-22,65.43,66.24,64.8,65.11
CVNA,2019-05-23,64.7,65.35,62.27,63.28
CVNA,2019-05-24,63.4,64.2094,58.52,59.39
CVNA,2019-05-28,59.23,61.185,59.23,60.14
CVNA,2019-05-29,59.57,59.57,56.48,57.96
CVNA,2019-05-30,58.33,59.46,58.17,58.75
CVNA,2019-05-31,57.69,59.4,56.58,57.88
CVNA,2019-06-03,57.5,59.0,55.88,58.32
CVNA,2019-06-04,59.55,61.34,59.18,61.3
CVNA,2019-06-05,62.1,62.1,57.96,59.67
CVNA,2019-06-06,59.47,60.18,56.79,60.1
CVNA,2019-06-07,61.0,64.82,60.935,63.2
CVNA,2019-06-10,63.58,64.18,61.25,61.34
CVNA,2019-06-11,62.12,62.9,60.07,61.28
CVNA,2019-06-12,61.14,61.94,60.5,61.25
CVNA,2019-06-13,61.79,62.99,61.445,61.78
CVNA,2019-06-14,61.78,62.285,59.45,59.98
CVNA,2019-06-17,60.0,64.65,59.9,63.64
CVNA,2019-06-18,64.74,69.2489,64.74,65.97
CVNA,2019-06-19,65.55,66.2723,60.72,63.5
CVNA,2019-06-20,65.0,67.62,64.21,66.9
CVNA,2019-06-21,66.91,67.54,66.0585,67.05
CVNA,2019-06-24,66.74,67.195,61.45,61.48
CVNA,2019-06-25,62.52,63.39,59.37,60.31
CVNA,2019-06-26,60.94,61.67,58.9,59.07
CVNA,2019-06-27,59.46,62.28,59.46,61.98
CVNA,2019-06-28,61.99,63.47,61.6,62.59
CVNA,2019-07-01,63.74,65.9,62.175,65.61
CVNA,2019-07-02,66.33,67.2231,64.18,64.7
CVNA,2019-07-03,64.74,65.1093,63.07,64.17
CVNA,2019-07-05,63.65,66.07,63.3761,65.79
CVNA,2019-07-08,65.37,67.18,65.0196,66.61
CVNA,2019-07-09,66.41,67.83,65.34,66.12
CVNA,2019-07-10,66.98,68.12,66.7759,67.65
CVNA,2019-07-11,67.44,67.65,64.02,64.59
CVNA,2019-07-12,64.6,68.08,64.6,67.31
CVNA,2019-07-15,67.3,67.78,65.45,65.9
CVNA,2019-07-16,65.73,66.5,61.09,62.01
CVNA,2019-07-17,62.12,62.6,60.45,60.92
CVNA,2019-07-18,59.64,60.45,58.7562,59.64
CVNA,2019-07-19,59.64,60.63,57.81,57.91
CVNA,2019-07-22,58.24,59.35,57.4025,58.45
CVNA,2019-07-23,58.84,62.71,58.84,62.63
CVNA,2019-07-24,62.45,65.65,62.3,65.16
CVNA,2019-07-25,64.73,65.87,64.1,65.63
CVNA,2019-07-26,65.95,67.79,63.21,66.45
CVNA,2019-07-29,65.98,66.305,63.53,65.54
CVNA,2019-07-30,64.73,64.785,61.9,62.34
CVNA,2019-07-31,62.31,64.75,62.02,63.56
CVNA,2019-08-01,63.46,65.65,62.32,62.81
CVNA,2019-08-02,62.41,62.79,59.92,62.39
CVNA,2019-08-05,60.16,61.46,59.305,60.97
CVNA,2019-08-06,61.83,62.97,57.89,59.78
CVNA,2019-08-07,59.11,59.3,57.2,57.91
CVNA,2019-08-08,71.19,73.5,67.67,72.47
CVNA,2019-08-09,71.87,79.25,71.76,78.1
CVNA,2019-08-12,77.26,79.95,76.49,78.41
CVNA,2019-08-13,77.64,81.28,77.64,80.43
CVNA,2019-08-14,78.01,81.37,77.81,78.89
CVNA,2019-08-15,79.12,79.5336,77.56,78.92
CVNA,2019-08-16,79.62,80.69,78.94,79.45
CVNA,2019-08-19,80.5,80.66,74.76,77.15
CVNA,2019-08-20,76.71,77.24,75.03,76.62
CVNA,2019-08-21,77.43,83.77,77.26,83.09
CVNA,2019-08-22,83.13,83.38,79.6,79.92
CVNA,2019-08-23,79.7,81.84,78.16,78.6
CVNA,2019-08-26,79.95,81.2,77.35,80.94
CVNA,2019-08-27,82.07,84.598,79.74,80.15
CVNA,2019-08-28,80.25,82.75,78.635,81.96
CVNA,2019-08-29,82.99,83.54,81.41,82.46
CVNA,2019-08-30,83.11,83.11,79.37,81.16
CVNA,2019-09-03,79.96,82.8,78.5,79.62
CVNA,2019-09-04,80.79,83.44,80.4,81.78
CVNA,2019-09-05,82.51,85.03,82.51,84.61
CVNA,2019-09-06,84.61,84.92,83.39,83.61
CVNA,2019-09-09,84.15,85.07,81.3,83.0
CVNA,2019-09-10,82.36,82.44,76.13,77.51
CVNA,2019-09-11,77.6,79.04,76.19,77.97
CVNA,2019-09-12,79.54,81.51,78.45,80.41
CVNA,2019-09-13,79.92,81.38,78.65,80.28
CVNA,2019-09-16,79.56,81.86,77.94,81.53
CVNA,2019-09-17,81.38,82.15,79.64,80.86
CVNA,2019-09-18,81.25,81.55,72.76,77.41
CVNA,2019-09-19,77.36,78.9,75.41,76.56
CVNA,2019-09-20,76.81,78.1,74.77,75.51
CVNA,2019-09-23,75.02,75.9,73.54,74.64
CVNA,2019-09-24,74.72,74.85,69.61,70.46
CVNA,2019-09-25,69.97,71.0085,68.32,70.52
CVNA,2019-09-26,70.08,70.351,67.18,68.31
CVNA,2019-09-27,68.21,68.9252,64.8,66.08
CVNA,2019-09-30,65.78,66.27,63.4,66.0
CVNA,2019-10-01,66.1,68.13,65.0,67.04
CVNA,2019-10-02,66.08,66.08,63.11,64.22
CVNA,2019-10-03,64.21,67.52,63.45,67.28
CVNA,2019-10-04,67.75,68.28,65.43,67.81
CVNA,2019-10-07,67.28,67.72,65.97,66.13
CVNA,2019-10-08,65.01,67.46,64.45,66.39
CVNA,2019-10-09,67.5,69.95,66.88,69.14
CVNA,2019-10-10,69.27,69.59,68.12,69.26
CVNA,2019-10-11,70.65,73.75,70.43,72.26
CVNA,2019-10-14,72.26,74.55,71.7877,74.35
CVNA,2019-10-15,74.88,78.84,74.8,77.83
CVNA,2019-10-16,77.29,77.44,75.98,76.55
CVNA,2019-10-17,76.82,77.7634,75.93,77.11
CVNA,2019-10-18,76.8,77.57,73.51,73.85
CVNA,2019-10-21,74.72,77.43,74.72,77.26
CVNA,2019-10-22,77.57,79.3,75.62,75.8
CVNA,2019-10-23,75.5,77.17,74.63,76.96
CVNA,2019-10-24,77.52,79.64,77.52,78.52
CVNA,2019-10-25,78.06,80.37,78.03,79.23
CVNA,2019-10-28,79.85,84.0,79.85,82.77
CVNA,2019-10-29,82.76,85.97,82.65,84.69
CVNA,2019-10-30,84.62,84.69,81.36,82.48
CVNA,2019-10-31,82.36,82.52,80.23,81.08
CVNA,2019-11-01,82.33,84.19,81.86,82.73
CVNA,2019-11-04,82.87,83.65,81.5201,82.98
CVNA,2019-11-05,83.7,83.75,79.76,81.52
CVNA,2019-11-06,81.32,81.7193,78.5,79.08
CVNA,2019-11-07,74.13,78.18,70.86,73.12
CVNA,2019-11-08,73.01,78.23,72.3901,77.96
CVNA,2019-11-11,77.02,77.55,74.16,77.49
CVNA,2019-11-12,77.83,80.68,77.21,78.2
CVNA,2019-11-13,77.61,78.08,74.855,75.19
CVNA,2019-11-14,74.96,78.33,74.96,78.0
CVNA,2019-11-15,78.89,81.63,77.63,81.57
CVNA,2019-11-18,81.31,85.5961,80.52,84.83
CVNA,2019-11-19,84.53,88.53,84.4,88.34
CVNA,2019-11-20,88.5,90.23,87.05,88.98
CVNA,2019-11-21,89.72,90.1,88.66,89.19
CVNA,2019-11-22,89.2,91.095,88.91,89.78
CVNA,2019-11-25,90.31,91.6095,89.84,91.06
CVNA,2019-11-26,91.42,94.85,91.373,92.84
CVNA,2019-11-27,93.47,95.0,92.75,94.98
CVNA,2019-11-29,94.43,96.44,94.29,95.32
CVNA,2019-12-02,95.99,96.29,90.89,92.0
CVNA,2019-12-03,90.0,92.48,89.4,91.96
CVNA,2019-12-04,92.75,93.73,91.64,92.36
CVNA,2019-12-05,92.66,93.22,87.715,87.91
CVNA,2019-12-06,89.32,90.0,86.29,86.42
CVNA,2019-12-09,86.0,89.97,84.89,89.33
CVNA,2019-12-10,88.63,92.13,87.2,92.08
CVNA,2019-12-11,92.08,94.85,91.56,94.75
CVNA,2019-12-12,94.52,97.06,94.07,97.0
CVNA,2019-12-13,96.58,96.83,90.32,91.89
CVNA,2019-12-16,92.5,95.98,92.0,95.42
CVNA,2019-12-17,95.13,95.27,91.09,94.68
CVNA,2019-12-18,94.96,95.66,92.92,93.37
CVNA,2019-12-19,95.99,99.19,94.11,96.27
CVNA,2019-12-20,97.25,97.25,94.15,95.91
CVNA,2019-12-23,96.37,97.34,94.35,95.23
CVNA,2019-12-24,94.99,96.38,94.3996,96.38
CVNA,2019-12-26,96.86,98.66,96.12,98.44
CVNA,2019-12-27,98.67,98.67,96.5741,97.82
CVNA,2019-12-30,97.4,97.43,92.1,92.28
CVNA,2019-12-31,91.79,92.42,90.71,92.05
CVNA,2020-01-02,93.21,96.98,92.51,96.95
CVNA,2020-01-03,95.62,97.13,92.335,92.75
CVNA,2020-01-06,91.44,93.13,90.88,92.34
CVNA,2020-01-07,93.02,93.02,90.77,90.91
CVNA,2020-01-08,90.75,91.1577,88.44,89.13
CVNA,2020-01-09,89.37,89.77,85.49,86.57
CVNA,2020-01-10,86.81,88.21,85.76,87.61
CVNA,2020-01-13,88.48,93.85,87.61,92.87
CVNA,2020-01-14,92.14,92.19,84.06,86.02
CVNA,2020-01-15,85.76,86.85,83.41,86.77
CVNA,2020-01-16,87.44,88.0773,86.235,87.21
CVNA,2020-01-17,87.69,87.91,84.0,84.0
CVNA,2020-01-21,83.5,84.12,81.88,83.53
CVNA,2020-01-22,83.91,85.32,82.63,83.72
CVNA,2020-01-23,83.21,83.7,81.8,82.94
CVNA,2020-01-24,83.39,84.04,81.78,83.11
CVNA,2020-01-27,80.11,85.15,80.11,84.7
CVNA,2020-01-28,85.38,85.65,83.43,84.94
CVNA,2020-01-29,85.5,86.4,81.62,81.75
CVNA,2020-01-30,80.55,80.86,78.59,79.88
CVNA,2020-01-31,80.05,80.05,76.8,79.25
CVNA,2020-02-03,80.22,86.31,79.87,86.25
CVNA,2020-02-04,87.28,91.8989,86.62,91.3
CVNA,2020-02-05,92.46,92.46,84.84,89.75
CVNA,2020-02-06,90.1,93.32,89.39,91.06
CVNA,2020-02-07,90.05,90.37,87.91,88.86
CVNA,2020-02-10,88.37,90.81,87.72,89.44
CVNA,2020-02-11,89.79,90.24,84.24,85.8
CVNA,2020-02-12,86.61,87.43,85.075,86.65
CVNA,2020-02-13,86.0,88.06,85.58,87.4
CVNA,2020-02-14,87.54,89.11,87.09,88.62
CVNA,2020-02-18,88.0,94.59,88.0,94.31
CVNA,2020-02-19,95.1,109.49,93.9457,106.78
CVNA,2020-02-20,106.45,115.23,104.5,108.81
CVNA,2020-02-21,109.11,111.245,106.1,110.09
CVNA,2020-02-24,105.68,108.38,104.62,107.1
CVNA,2020-02-25,108.41,109.085,103.091,104.04
CVNA,2020-02-26,103.31,105.41,100.28,101.56
CVNA,2020-02-27,88.4,92.75,81.1,88.77
CVNA,2020-02-28,84.06,85.01,78.6601,82.91
CVNA,2020-03-02,83.37,86.181,79.0,82.36
CVNA,2020-03-03,82.65,83.2,77.39,80.05
CVNA,2020-03-04,81.91,82.55,78.4401,82.45
CVNA,2020-03-05,80.19,81.6,73.49,74.55
CVNA,2020-03-06,70.86,71.52,64.3101,66.02
CVNA,2020-03-09,58.93,59.96,55.84,58.19
CVNA,2020-03-10,61.06,63.12,55.45,62.77
CVNA,2020-03-11,60.0,62.15,54.71,56.59
CVNA,2020-03-12,50.52,53.18,44.5501,45.13
CVNA,2020-03-13,51.48,51.48,41.12,50.92
CVNA,2020-03-16,40.43,43.78,36.71,39.18
CVNA,2020-03-17,40.6,43.0,32.87,40.61
CVNA,2020-03-18,35.89,36.62,22.911,29.91
CVNA,2020-03-19,26.56,31.97,22.16,30.01
CVNA,2020-03-20,31.78,38.26,28.54,29.35
CVNA,2020-03-23,28.68,36.86,26.35,35.8
CVNA,2020-03-24,39.93,56.67,39.895,51.21
CVNA,2020-03-25,53.17,66.36,52.23,62.51
CVNA,2020-03-26,62.38,64.0,53.85,56.55
CVNA,2020-03-27,52.06,52.92,47.52,49.04
CVNA,2020-03-30,58.0,59.99,49.63,52.38
CVNA,2020-03-31,51.47,57.5,51.47,55.09
CVNA,2020-04-01,50.47,52.68,48.32,50.56
CVNA,2020-04-02,49.02,49.99,45.01,46.61
CVNA,2020-04-03,45.33,50.4089,44.001,45.91
CVNA,2020-04-06,50.99,54.69,47.59,52.83
CVNA,2020-04-07,57.6,61.51,53.21,55.53
CVNA,2020-04-08,57.03,60.25,53.42,58.48
CVNA,2020-04-09,62.36,70.83,60.01,61.35
CVNA,2020-04-13,62.06,75.96,58.04,75.28
CVNA,2020-04-14,78.0,86.46,76.55,84.08
CVNA,2020-04-15,77.49,79.0,70.775,71.34
CVNA,2020-04-16,72.34,74.49,68.97,71.22
CVNA,2020-04-17,74.95,78.99,73.321,78.06
CVNA,2020-04-20,73.94,82.25,73.8,80.3
CVNA,2020-04-21,80.0,87.97,78.56,85.58
CVNA,2020-04-22,86.12,88.68,81.58,82.67
CVNA,2020-04-23,83.36,90.71,83.19,87.81
CVNA,2020-04-24,88.52,94.11,86.05,92.24
CVNA,2020-04-27,93.78,95.84,89.51,90.31
CVNA,2020-04-28,94.26,94.26,82.55,82.96
CVNA,2020-04-29,87.66,87.67,83.7901,84.89
CVNA,2020-04-30,83.37,85.91,79.65,80.11
CVNA,2020-05-01,77.97,78.4,71.72,76.0
CVNA,2020-05-04,73.26,80.09,71.56,80.01
CVNA,2020-05-05,82.0,88.18,80.21,86.0
CVNA,2020-05-06,86.5,92.45,85.1097,91.15
CVNA,2020-05-07,85.96,101.09,81.93,97.67
CVNA,2020-05-08,96.61,109.3,95.67,100.09
CVNA,2020-05-11,99.0,101.88,97.3701,100.67
CVNA,2020-05-12,102.65,102.84,93.34,93.72
CVNA,2020-05-13,94.6075,97.45,88.14,89.9
CVNA,2020-05-14,88.01,91.97,83.1001,89.55
CVNA,2020-05-15,87.94,93.03,87.54,92.66
CVNA,2020-05-18,97.85,101.65,97.0,98.59
CVNA,2020-05-19,90.72,92.25,88.0401,88.91
CVNA,2020-05-20,91.0,92.48,86.53,91.11
CVNA,2020-05-21,91.54,96.2,90.25,94.74
CVNA,2020-05-22,94.4,96.97,92.6,96.45
CVNA,2020-05-26,100.75,103.49,98.9032,99.19
CVNA,2020-05-27,100.18,100.99,92.31,96.14
CVNA,2020-05-28,95.8,96.05,91.51,93.29
CVNA,2020-05-29,93.52,95.5141,90.55,92.98
CVNA,2020-06-01,92.53,94.84,91.53,91.85
CVNA,2020-06-02,93.38,110.5,92.97,109.12
CVNA,2020-06-03,108.38,112.4,106.12,107.39
CVNA,2020-06-04,106.11,110.01,99.15,102.0
CVNA,2020-06-05,107.0,116.692,106.01,115.87
CVNA,2020-06-08,117.935,118.64,108.75,113.64
CVNA,2020-06-09,111.01,117.604,110.02,113.55
CVNA,2020-06-10,116.39,122.69,113.17,118.8
CVNA,2020-06-11,112.35,115.26,106.56,107.26
CVNA,2020-06-12,113.0,115.54,107.84,111.21
CVNA,2020-06-15,107.56,115.32,106.14,114.32
CVNA,2020-06-16,121.65,122.085,114.505,118.03
CVNA,2020-06-17,118.0,121.298,117.08,118.96
CVNA,2020-06-18,117.82,123.389,117.707,122.98
CVNA,2020-06-19,124.94,127.38,123.29,126.12
CVNA,2020-06-22,125.74,129.32,125.12,127.39
CVNA,2020-06-23,128.77,131.86,126.805,127.61
CVNA,2020-06-24,126.0,127.26,111.81,112.25
CVNA,2020-06-25,112.1,119.61,110.06,117.16
CVNA,2020-06-26,118.26,121.51,116.69,117.41
CVNA,2020-06-29,118.33,121.69,115.23,120.37
CVNA,2020-06-30,119.36,121.34,118.64,120.2
CVNA,2020-07-01,119.59,126.99,119.38,125.38
CVNA,2020-07-02,128.89,132.55,127.83,128.53
CVNA,2020-07-06,133.354,137.72,133.25,134.44
CVNA,2020-07-07,133.85,138.35,129.84,133.11
CVNA,2020-07-08,134.03,139.3,132.78,138.92
CVNA,2020-07-09,140.49,143.133,134.93,138.64
CVNA,2020-07-10,138.0,139.98,136.0,137.46
CVNA,2020-07-13,139.31,139.61,126.31,126.55
CVNA,2020-07-14,126.56,136.305,124.89,135.95
CVNA,2020-07-15,137.5,138.29,131.67,136.49
CVNA,2020-07-16,135.16,138.1,133.855,136.95
CVNA,2020-07-17,138.45,142.22,137.69,141.1
CVNA,2020-07-20,142.35,146.81,142.35,144.84
CVNA,2020-07-21,146.61,147.08,144.098,145.03
CVNA,2020-07-22,146.15,150.0,145.17,149.19
CVNA,2020-07-23,148.58,150.8,144.91,147.95
CVNA,2020-07-24,145.81,149.19,142.56,148.36
CVNA,2020-07-27,149.99,150.93,147.16,150.83
CVNA,2020-07-28,153.08,156.33,151.26,151.38
CVNA,2020-07-29,152.52,155.5,152.52,155.46
CVNA,2020-07-30,152.95,157.44,148.49,155.87
CVNA,2020-07-31,157.23,157.74,151.44,154.95
CVNA,2020-08-03,156.76,162.155,156.07,159.49
CVNA,2020-08-04,159.77,167.22,159.77,166.69
CVNA,2020-08-05,168.94,177.29,167.27,174.12
CVNA,2020-08-06,173.0,225.45,172.93,222.99
CVNA,2020-08-07,215.6,222.98,190.31,192.0
CVNA,2020-08-10,196.51,198.22,184.05,190.12
CVNA,2020-08-11,190.54,199.32,183.89,187.65
CVNA,2020-08-12,190.0,197.25,189.0,193.22
CVNA,2020-08-13,192.67,202.63,192.41,193.43
CVNA,2020-08-14,194.62,197.9,193.26,196.68
CVNA,2020-08-17,198.56,199.99,191.27,195.0
CVNA,2020-08-18,196.2,205.48,194.775,202.61
CVNA,2020-08-19,203.0,203.0,196.84,199.31
CVNA,2020-08-20,197.95,204.82,196.48,202.59
CVNA,2020-08-21,201.9,207.28,200.5,202.2
CVNA,2020-08-24,205.05,205.24,196.14,200.89
CVNA,2020-08-25,199.0,203.715,195.51,202.93
CVNA,2020-08-26,204.22,208.56,201.29,207.82
CVNA,2020-08-27,206.97,213.14,203.16,208.01
CVNA,2020-08-28,208.8,219.1,208.755,218.44
CVNA,2020-08-31,218.0,218.92,210.41,215.96
CVNA,2020-09-01,215.12,235.0,214.57,227.19
CVNA,2020-09-02,230.53,231.419,214.71,222.98
CVNA,2020-09-03,218.0,219.33,197.2,198.51
CVNA,2020-09-04,196.0,201.76,180.16,187.0
CVNA,2020-09-08,178.5,186.12,176.65,181.0
CVNA,2020-09-09,188.46,191.94,177.135,179.86
CVNA,2020-09-10,180.72,184.93,177.31,178.63
CVNA,2020-09-11,179.33,182.64,171.44,174.24
CVNA,2020-09-14,178.14,178.36,169.03,171.55
CVNA,2020-09-15,174.0,174.81,168.01,171.92
CVNA,2020-09-16,172.25,178.0,167.334,175.9
CVNA,2020-09-17,171.0,171.59,164.63,166.44
CVNA,2020-09-18,171.13,171.72,160.67,164.78
CVNA,2020-09-21,161.91,173.92,158.25,173.67
CVNA,2020-09-22,210.86,234.74,200.94,226.83
CVNA,2020-09-23,226.47,227.97,214.3,218.67
CVNA,2020-09-24,216.64,218.41,206.65,208.35
CVNA,2020-09-25,208.26,208.81,200.53,203.26
CVNA,2020-09-28,206.94,218.38,206.25,218.02
CVNA,2020-09-29,220.51,232.9,220.0,226.03
CVNA,2020-09-30,223.75,226.68,218.59,223.06
CVNA,2020-10-01,227.3,242.15,223.0,238.1
CVNA,2020-10-02,235.89,239.98,212.66,222.7
CVNA,2020-10-05,226.0,229.774,220.9,225.01
CVNA,2020-10-06,229.0,232.43,210.72,214.65
CVNA,2020-10-07,221.86,223.84,214.66,216.96
CVNA,2020-10-08,217.86,219.557,211.25,214.0
CVNA,2020-10-09,214.87,215.51,211.69,213.45
CVNA,2020-10-12,216.0,217.0,208.486,209.5
CVNA,2020-10-13,210.52,225.25,210.52,216.85
CVNA,2020-10-14,219.135,220.53,207.0,213.22
CVNA,2020-10-15,210.0,224.83,209.71,224.39
CVNA,2020-10-16,223.99,227.1,215.1,221.34
CVNA,2020-10-19,222.96,229.0,212.59,213.68
CVNA,2020-10-20,209.91,212.48,199.08,199.98
CVNA,2020-10-21,202.38,204.5,191.02,192.23
CVNA,2020-10-22,193.37,203.07,190.42,202.2
CVNA,2020-10-23,201.51,204.5,197.05,202.64
CVNA,2020-10-26,199.11,202.915,196.12,201.38
CVNA,2020-10-27,202.39,209.95,201.0,208.32
CVNA,2020-10-28,203.29,205.5,197.749,203.0
CVNA,2020-10-29,205.0,205.7,190.21,191.19
CVNA,2020-10-30,199.32,213.99,179.24,185.35
CVNA,2020-11-02,187.2,189.9,180.13,185.01
CVNA,2020-11-03,186.97,194.79,185.64,191.0
CVNA,2020-11-04,196.01,201.7,193.46,201.2
CVNA,2020-11-05,205.82,210.0,202.44,204.51
CVNA,2020-11-06,205.14,211.69,196.265,210.0
CVNA,2020-11-09,201.25,207.47,194.01,194.15
CVNA,2020-11-10,191.38,194.93,182.06,192.49
CVNA,2020-11-11,194.25,207.45,193.37,207.25
CVNA,2020-11-12,205.3,217.15,204.292,214.74
CVNA,2020-11-13,216.54,220.425,207.96,211.08
CVNA,2020-11-16,206.0,214.49,205.65,210.01
CVNA,2020-11-17,210.16,223.71,208.51,221.59
CVNA,2020-11-18,221.0,231.19,220.27,224.18
CVNA,2020-11-19,225.07,230.64,222.0,227.0
CVNA,2020-11-20,228.0,236.432,226.89,234.3
CVNA,2020-11-23,237.67,244.53,236.095,240.08
CVNA,2020-11-24,239.9,246.095,231.75,236.72
CVNA,2020-11-25,235.81,243.264,232.54,238.16
CVNA,2020-11-27,242.41,250.66,240.6,249.14
CVNA,2020-11-30,251.08,251.675,235.82,250.21
CVNA,2020-12-01,251.5,252.36,242.255,251.13
CVNA,2020-12-02,229.23,238.78,223.48,225.45
CVNA,2020-12-03,227.51,232.5,224.02,227.92
CVNA,2020-12-04,232.06,243.17,228.94,243.09
CVNA,2020-12-07,241.34,259.81,241.34,258.88
CVNA,2020-12-08,259.38,263.12,254.62,261.34
CVNA,2020-12-09,262.8,267.47,249.6,255.5
CVNA,2020-12-10,252.76,262.08,251.75,260.47
CVNA,2020-12-11,260.0,264.79,256.0,258.26
CVNA,2020-12-14,258.26,262.37,247.6,250.97
CVNA,2020-12-15,260.1,268.97,254.325,256.04
CVNA,2020-12-16,259.78,261.78,249.0,260.96
CVNA,2020-12-17,264.09,277.01,260.69,271.99
CVNA,2020-12-18,272.5,273.0,262.32,266.24
CVNA,2020-12-21,262.33,278.83,261.25,278.6
CVNA,2020-12-22,280.0,292.08,278.9,291.52
CVNA,2020-12-23,292.76,292.76,265.8,270.0
CVNA,2020-12-24,272.44,279.0,270.26,274.71
CVNA,2020-12-28,273.42,274.55,245.326,251.49
CVNA,2020-12-29,253.0,253.05,241.55,250.51
CVNA,2020-12-30,250.25,256.01,248.585,250.34
CVNA,2020-12-31,251.0,251.0,239.19,239.54
CVNA,2021-01-04,243.62,243.62,229.26,236.27
CVNA,2021-01-05,240.0,255.94,237.25,255.58
CVNA,2021-01-06,250.51,257.0,243.04,250.83
CVNA,2021-01-07,256.32,276.45,256.21,270.16
CVNA,2021-01-08,273.0,279.6,266.02,278.44
CVNA,2021-01-11,274.49,279.5,265.71,274.13
CVNA,2021-01-12,277.05,292.44,276.39,288.44
CVNA,2021-01-13,288.4,295.125,286.635,289.43
CVNA,2021-01-14,291.53,302.46,289.15,296.83
CVNA,2021-01-15,293.5,295.5,282.01,287.57
CVNA,2021-01-19,290.0,290.13,273.66,275.0
CVNA,2021-01-20,276.75,278.4,267.54,269.88
CVNA,2021-01-21,271.0,276.81,267.02,272.55
CVNA,2021-01-22,272.72,276.87,268.209,273.47
CVNA,2021-01-25,278.23,284.92,262.69,272.81
CVNA,2021-01-26,273.5,278.8,260.8,261.33
CVNA,2021-01-27,257.31,258.5,235.13,239.31
CVNA,2021-01-28,246.61,267.8,246.0,256.01
CVNA,2021-01-29,254.0,265.46,246.55,261.19
CVNA,2021-02-01,265.33,270.0,255.16,264.24
CVNA,2021-02-02,270.0,287.66,266.48,280.65
CVNA,2021-02-03,281.57,289.17,273.0,283.81
CVNA,2021-02-04,287.03,291.06,278.51,284.53
CVNA,2021-02-05,288.0,292.4,279.75,288.15
CVNA,2021-02-08,288.9,294.53,283.12,288.16
CVNA,2021-02-09,291.33,299.87,282.52,292.91
CVNA,2021-02-10,295.7,300.59,286.325,297.93
CVNA,2021-02-11,300.0,300.785,291.4,294.34
CVNA,2021-02-12,294.28,304.48,289.94,296.05
CVNA,2021-02-16,300.79,310.8,293.05,296.25
CVNA,2021-02-17,291.98,298.32,286.151,295.61
CVNA,2021-02-18,292.5,300.835,288.0,295.4
CVNA,2021-02-19,295.73,314.565,295.73,308.74
CVNA,2021-02-22,304.37,306.38,280.0,281.94
CVNA,2021-02-23,272.79,283.49,253.0,280.27
CVNA,2021-02-24,283.1,286.42,268.465,284.94
CVNA,2021-02-25,281.89,290.17,259.32,263.66
CVNA,2021-02-26,278.0,295.77,265.0,283.5
CVNA,2021-03-01,289.12,312.19,289.09,311.92
CVNA,2021-03-02,311.92,323.39,310.99,314.84
CVNA,2021-03-03,313.5,314.33,284.765,288.13
CVNA,2021-03-04,282.01,291.87,263.91,269.99
CVNA,2021-03-05,273.19,273.934,242.5,261.54
CVNA,2021-03-08,262.01,263.765,240.52,241.19
CVNA,2021-03-09,260.82,261.99,252.26,260.42
CVNA,2021-03-10,264.48,274.08,257.0,260.45
CVNA,2021-03-11,271.54,279.546,264.96,277.04
CVNA,2021-03-12,271.75,288.56,263.51,286.69
CVNA,2021-03-15,287.97,288.65,275.11,284.46
CVNA,2021-03-16,289.3,291.78,278.21,283.65
CVNA,2021-03-17,278.77,290.25,272.01,286.28
CVNA,2021-03-18,282.0,282.0,261.045,262.81
CVNA,2021-03-19,262.21,273.682,260.13,269.22
CVNA,2021-03-22,269.89,277.87,266.0,273.92
CVNA,2021-03-23,272.24,283.99,272.05,274.17
CVNA,2021-03-24,277.09,277.18,252.07,252.85
CVNA,2021-03-25,245.85,257.99,240.58,256.36
CVNA,2021-03-26,256.7,262.36,249.68,259.0
CVNA,2021-03-29,258.87,260.882,244.445,248.71
CVNA,2021-03-30,246.0,257.08,243.19,254.5
CVNA,2021-03-31,261.88,267.05,258.18,262.4
CVNA,2021-04-01,266.19,275.95,264.0,265.32
CVNA,2021-04-05,270.72,271.0,259.57,267.33
CVNA,2021-04-06,267.54,281.86,264.28,277.6
